Complaint ID,Complaint Text,Category
1015,Payment to merchant failed but wallet balance was deducted.,Money Deducted Without Confirmation
1016,The payment reversal has not been processed yet.,UPI Transfer Failure
1017,Incorrect bill payment recorded despite entering correct details.,Customer Support Delay
1018,Unable to link my debit card to the Paytm app.,Promo Code Not Applied
1019,Customer support is not responding to my complaint.,Customer Support Delay
1020,Paytm - The payment reversal has not been processed yet.,QR Code Not Scanning
1021,The payment reversal has not been processed yet.,Payment Gateway Error
1022,I am not able to log in to my Paytm account.,Promo Code Not Applied
1023,Paytm - The app takes too long to load transaction history.,App Login Failure
1024,Customer support is not responding to my complaint.,Customer Support Delay
1025,I am not able to log in to my Paytm account.,Promo Code Not Applied
1026,Incorrect bill payment recorded despite entering correct details.,Card Linking Issue
1027,Recharge amount was deducted but the service was not activated.,Payment Gateway Error
1028,My promo code was not applied during the transaction.,Slow App Performance
1029,Merchant payment failed but wallet shows balance deduction.,Account Blocked
1030,The QR code is not scanning properly at the merchant location.,Payment Reversal Issue
1031,Transaction details disappeared from my history after payment.,KYC Issues
1032,The Paytm app keeps crashing while making payments.,Customer Support Delay
1033,The wallet top-up was not reflected in my balance.,QR Code Not Scanning
1034,UPI transfer failed but money was deducted from my account.,Wallet Balance Issue
1035,The app takes too long to load transaction history.,App Crash Issue
1036,Customer support is not responding to my complaint.,App Crash Issue
1037,Paytm - Duplicate payment was processed for the same bill.,App Login Failure
1038,The recharge was done for the wrong mobile number.,Duplicate Transaction
1039,The payment reversal has not been processed yet.,UPI Transfer Failure
1040,Paytm - Transaction failed but the amount was deducted from my bank account.,Card Linking Issue
1041,KYC verification keeps getting rejected without clear reason.,Payment Reversal Issue
1042,Merchant payment failed but wallet shows balance deduction.,App Login Failure
1043,The wallet was debited twice for a single payment.,KYC Issues
1044,Paytm - QR code scanning is not working properly with the latest app version.,App Crash Issue
1045,The app is frequently logging me out during payment.,Money Deducted Without Confirmation
1046,The wallet was debited twice for a single payment.,App Login Failure
1047,Recharge amount was deducted but the service was not activated.,UPI Transfer Failure
1048,The recharge was done for the wrong mobile number.,Incorrect Bill Payment
1049,Paytm - Transaction failed but the amount was deducted from my bank account.,Payment Gateway Error
1050,Bill payment failed but the amount was still deducted.,App Login Failure
1051,The QR code is not scanning properly at the merchant location.,Promo Code Not Applied
1052,Paytm - QR code scanning is not working properly with the latest app version.,App Login Failure
1053,The app is running very slow while loading the home page.,KYC Issues
1054,Unable to complete KYC verification on Paytm app.,UPI Transfer Failure
1055,The Paytm payment gateway is not processing my transactions.,Account Blocked
1056,Paytm - Customer support closed the complaint without solving the issue.,Incorrect Bill Payment
1057,The promo code was rejected even though it was valid.,Slow App Performance
1058,Paytm - The promo code was rejected even though it was valid.,QR Code Not Scanning
1059,Paytm - Transaction failed but the amount was deducted from my bank account.,Merchant Payment Failure
1060,Transaction failed but the amount was deducted from my bank account.,UPI Transfer Failure
1061,The QR code is not scanning properly at the merchant location.,KYC Issues
1062,The app takes too long to load transaction history.,App Crash Issue
1063,Unable to link my debit card to the Paytm app.,App Crash Issue
1064,Unable to set UPI PIN due to app crash during verification.,Incorrect Bill Payment
1065,The recharge was done for the wrong mobile number.,UPI Transfer Failure
1066,Paytm - The wallet balance is not updating after adding money.,QR Code Not Scanning
1067,Transaction failed but the amount was deducted from my bank account.,Refund Delay
1068,QR code scanning is not working properly with the latest app version.,Card Linking Issue
1069,My promo code was not applied during the transaction.,KYC Issues
1070,The app takes too long to load transaction history.,Slow App Performance
1071,UPI transaction shows success but the recipient did not receive the money.,KYC Issues
1072,Unable to set UPI PIN due to app crash during verification.,Payment Gateway Error
1073,My Paytm account is blocked without any explanation.,Payment Reversal Issue
1074,Refund processed partially instead of full amount.,Incorrect Bill Payment
1075,Paytm - Payment to merchant failed but wallet balance was deducted.,App Login Failure
1076,The app failed to update wallet balance after payment.,Card Linking Issue
1077,Unable to complete KYC verification on Paytm app.,App Login Failure
1078,Paytm - The app is running very slow while loading the home page.,Incorrect Bill Payment
1079,Bill payment failed but the amount was still deducted.,Card Linking Issue
1080,The payment reversal has not been processed yet.,Duplicate Transaction
1081,Refund has not been processed even after several days.,KYC Issues
1082,Paytm - Customer support closed the complaint without solving the issue.,KYC Issues
1083,Bill payment failed but the amount was still deducted.,Incorrect Bill Payment
1084,The promo code was rejected even though it was valid.,Wallet Balance Issue
1085,Transaction details disappeared from my history after payment.,Card Linking Issue
1086,The wallet balance is not updating after adding money.,Duplicate Transaction
1087,The promo code was rejected even though it was valid.,Merchant Payment Failure
1088,I am not able to log in to my Paytm account.,Wallet Balance Issue
1089,The app is frequently logging me out during payment.,Money Deducted Without Confirmation
1090,Refund has not been processed even after several days.,KYC Issues
1091,UPI transaction shows success but the recipient did not receive the money.,Payment Gateway Error
1092,The Paytm app keeps crashing while making payments.,QR Code Not Scanning
1093,Paytm - The wallet balance is not updating after adding money.,KYC Issues
1094,Paytm - Incorrect bill payment recorded despite entering correct details.,Failed Transaction
1095,Paytm - The app is frequently logging me out during payment.,Wallet Balance Issue
1096,The app takes too long to load transaction history.,Payment Gateway Error
1097,Paytm - The transaction failed but the refund has not yet been processed.,App Login Failure
1098,Paytm - The transaction failed but the refund has not yet been processed.,Failed Transaction
1099,Refund has not been processed even after several days.,Account Blocked
1100,Paytm - Customer support is not responding to my complaint.,Payment Gateway Error
1101,Payment to merchant failed but wallet balance was deducted.,Card Linking Issue
1102,The card linking process is stuck and does not complete.,Money Deducted Without Confirmation
1103,The app failed to update wallet balance after payment.,UPI Transfer Failure
1104,The promo code was rejected even though it was valid.,Slow App Performance
1105,Transaction failed but the amount was deducted from my bank account.,UPI Transfer Failure
1106,Paytm - The transaction failed but the refund has not yet been processed.,Card Linking Issue
1107,Customer support closed the complaint without solving the issue.,UPI Transfer Failure
1108,My Paytm account is blocked without any explanation.,Payment Reversal Issue
1109,UPI transfer failed but money was deducted from my account.,QR Code Not Scanning
1110,Customer support closed the complaint without solving the issue.,Incorrect Recharge
1111,The app is frequently logging me out during payment.,Promo Code Not Applied
1112,The app takes too long to load transaction history.,Incorrect Recharge
1113,The Paytm app keeps crashing while making payments.,Merchant Payment Failure
1114,Paytm - Bill payment failed but the amount was still deducted.,QR Code Not Scanning
1115,Unable to set UPI PIN due to app crash during verification.,Payment Gateway Error
1116,Unable to complete KYC verification on Paytm app.,Slow App Performance
1117,The payment reversal has not been processed yet.,Incorrect Recharge
1118,Transaction details disappeared from my history after payment.,App Crash Issue
1119,Paytm - The transaction failed but the refund has not yet been processed.,App Crash Issue
1120,Bill payment failed but the amount was still deducted.,UPI Transfer Failure
1121,Paytm - The promo code was rejected even though it was valid.,UPI Transfer Failure
1122,The app failed to update wallet balance after payment.,UPI Transfer Failure
1123,I am not able to log in to my Paytm account.,Merchant Payment Failure
1124,Payment to merchant failed but wallet balance was deducted.,Failed Transaction
1125,KYC verification keeps getting rejected without clear reason.,KYC Issues
1126,The wallet was debited twice for a single payment.,App Login Failure
1127,The Paytm payment gateway is not processing my transactions.,Payment Reversal Issue
1128,The app is frequently logging me out during payment.,Wallet Balance Issue
1129,I am not able to log in to my Paytm account.,App Login Failure
1130,The Paytm app keeps crashing while making payments.,Money Deducted Without Confirmation
1131,Unable to link my debit card to the Paytm app.,App Crash Issue
1132,Refund processed partially instead of full amount.,Account Blocked
1133,Paytm - The app is running very slow while loading the home page.,Card Linking Issue
1134,The QR code is not scanning properly at the merchant location.,KYC Issues
1135,Paytm - The money was deducted but payment confirmation was not received.,Wallet Balance Issue
1136,The QR code is not scanning properly at the merchant location.,Refund Delay
1137,Paytm - Refund has not been processed even after several days.,UPI Transfer Failure
1138,QR code scanning is not working properly with the latest app version.,Duplicate Transaction
1139,Paytm - Customer support is not responding to my complaint.,App Crash Issue
1140,UPI transfer failed but money was deducted from my account.,Card Linking Issue
1141,The Paytm payment gateway is not processing my transactions.,Incorrect Bill Payment
1142,Paytm - The wallet was debited twice for a single payment.,Merchant Payment Failure
1143,Paytm - The app is running very slow while loading the home page.,Incorrect Recharge
1144,Recharge amount was deducted but the service was not activated.,KYC Issues
1145,The card linking process is stuck and does not complete.,Duplicate Transaction
1146,The app is running very slow while loading the home page.,Account Blocked
1147,KYC verification keeps getting rejected without clear reason.,Payment Reversal Issue
1148,Transaction failed but the amount was deducted from my bank account.,Failed Transaction
1149,My Paytm account is blocked without any explanation.,Refund Delay
1150,The app takes too long to load transaction history.,Account Blocked
1151,Paytm - Customer support is not responding to my complaint.,App Crash Issue
1152,Transaction details disappeared from my history after payment.,Refund Delay
1153,Refund processed partially instead of full amount.,Customer Support Delay
1154,Refund processed partially instead of full amount.,Payment Reversal Issue
1155,Payment to merchant failed but wallet balance was deducted.,KYC Issues
1156,My Paytm account is blocked without any explanation.,Duplicate Transaction
1157,Bill payment failed but the amount was still deducted.,Wallet Balance Issue
1158,Paytm - Incorrect bill payment recorded despite entering correct details.,Account Blocked
1159,The Paytm app keeps crashing while making payments.,Merchant Payment Failure
1160,QR code scanning is not working properly with the latest app version.,UPI Transfer Failure
1161,Unable to complete KYC verification on Paytm app.,Incorrect Recharge
1162,Paytm - Customer support closed the complaint without solving the issue.,App Crash Issue
1163,Paytm - Recharge amount was deducted but the service was not activated.,Incorrect Bill Payment
1164,KYC verification keeps getting rejected without clear reason.,Incorrect Recharge
1165,My Paytm account is blocked without any explanation.,Refund Delay
1166,Duplicate payment was processed for the same bill.,Payment Reversal Issue
1167,Paytm - The card linking process is stuck and does not complete.,Duplicate Transaction
1168,Customer support is not responding to my complaint.,Slow App Performance
1169,Paytm - The transaction failed but the refund has not yet been processed.,App Login Failure
1170,The app failed to update wallet balance after payment.,UPI Transfer Failure
1171,UPI transfer failed but money was deducted from my account.,QR Code Not Scanning
1172,The Paytm payment gateway is not processing my transactions.,Wallet Balance Issue
1173,Paytm - Transaction details disappeared from my history after payment.,Payment Reversal Issue
1174,Paytm - Refund has not been processed even after several days.,Duplicate Transaction
1175,The Paytm app keeps crashing while making payments.,Card Linking Issue
1176,Unable to complete KYC verification on Paytm app.,QR Code Not Scanning
1177,Paytm - The money was deducted but payment confirmation was not received.,Card Linking Issue
1178,The money was deducted but payment confirmation was not received.,Payment Gateway Error
1179,Unable to link my debit card to the Paytm app.,QR Code Not Scanning
1180,QR code scanning is not working properly with the latest app version.,UPI Transfer Failure
1181,KYC verification keeps getting rejected without clear reason.,Account Blocked
1182,The money was deducted but payment confirmation was not received.,Customer Support Delay
1183,Paytm - The app is frequently logging me out during payment.,Incorrect Bill Payment
1184,Unable to set UPI PIN due to app crash during verification.,Merchant Payment Failure
1185,I am not able to log in to my Paytm account.,Refund Delay
1186,QR code scanning is not working properly with the latest app version.,Merchant Payment Failure
1187,Paytm - The wallet balance is not updating after adding money.,Refund Delay
1188,My Paytm account is blocked without any explanation.,Failed Transaction
1189,Refund has not been processed even after several days.,QR Code Not Scanning
1190,Repeated transaction failure while paying electricity bill.,Payment Gateway Error
1191,Paytm - The QR code is not scanning properly at the merchant location.,Card Linking Issue
1192,The app is running very slow while loading the home page.,Wallet Balance Issue
1193,Paytm - Refund has not been processed even after several days.,Incorrect Bill Payment
1194,Incorrect bill payment recorded despite entering correct details.,Duplicate Transaction
1195,Transaction details disappeared from my history after payment.,Payment Gateway Error
1196,Recharge amount was deducted but the service was not activated.,Failed Transaction
1197,The Paytm app keeps crashing while making payments.,Incorrect Recharge
1198,Bill payment failed but the amount was still deducted.,Failed Transaction
1199,My Paytm account is blocked without any explanation.,Duplicate Transaction
1200,Payment to merchant failed but wallet balance was deducted.,Wallet Balance Issue
1201,Paytm - The app takes too long to load transaction history.,Failed Transaction
1202,The money was deducted but payment confirmation was not received.,Incorrect Recharge
1203,Duplicate payment was processed for the same bill.,Card Linking Issue
1204,Merchant payment failed but wallet shows balance deduction.,App Login Failure
1205,Payment to merchant failed but wallet balance was deducted.,App Crash Issue
1206,Payment to merchant failed but wallet balance was deducted.,Payment Gateway Error
1207,UPI transaction shows success but the recipient did not receive the money.,Wallet Balance Issue
1208,Merchant payment failed but wallet shows balance deduction.,Card Linking Issue
1209,The app is frequently logging me out during payment.,Slow App Performance
1210,The app is running very slow while loading the home page.,Refund Delay
1211,Unable to link my debit card to the Paytm app.,Account Blocked
1212,The Paytm payment gateway is not processing my transactions.,Account Blocked
1213,Repeated transaction failure while paying electricity bill.,Duplicate Transaction
1214,Transaction details disappeared from my history after payment.,Incorrect Bill Payment
1215,Incorrect bill payment recorded despite entering correct details.,Duplicate Transaction
1216,My Paytm account is blocked without any explanation.,Merchant Payment Failure
1217,Paytm - The transaction failed but the refund has not yet been processed.,Refund Delay
1218,Paytm - Transaction failed but the amount was deducted from my bank account.,App Login Failure
1219,The money was deducted but payment confirmation was not received.,Wallet Balance Issue
1220,Paytm - The payment reversal has not been processed yet.,Account Blocked
1221,UPI transfer failed but money was deducted from my account.,Promo Code Not Applied
1222,The card linking process is stuck and does not complete.,Slow App Performance
1223,Payment to merchant failed but wallet balance was deducted.,KYC Issues
1224,The wallet top-up was not reflected in my balance.,Payment Gateway Error
1225,The recharge was done for the wrong mobile number.,Failed Transaction
1226,Paytm - The money was deducted but payment confirmation was not received.,KYC Issues
1227,The app takes too long to load transaction history.,App Crash Issue
1228,I am not able to log in to my Paytm account.,QR Code Not Scanning
1229,My Paytm account is blocked without any explanation.,Payment Reversal Issue
1230,The wallet was debited twice for a single payment.,Incorrect Recharge
1231,KYC verification keeps getting rejected without clear reason.,Money Deducted Without Confirmation
1232,My Paytm account is blocked without any explanation.,Incorrect Recharge
1233,Unable to set UPI PIN due to app crash during verification.,Wallet Balance Issue
1234,Refund processed partially instead of full amount.,App Crash Issue
1235,Unable to complete KYC verification on Paytm app.,Failed Transaction
1236,Unable to link my debit card to the Paytm app.,Payment Gateway Error
1237,Duplicate payment was processed for the same bill.,KYC Issues
1238,Unable to complete KYC verification on Paytm app.,Merchant Payment Failure
1239,Duplicate payment was processed for the same bill.,Incorrect Recharge
1240,Paytm - The app takes too long to load transaction history.,App Crash Issue
1241,The wallet was debited twice for a single payment.,Failed Transaction
1242,Customer support is not responding to my complaint.,Card Linking Issue
1243,Refund processed partially instead of full amount.,Incorrect Bill Payment
1244,Refund processed partially instead of full amount.,Payment Gateway Error
1245,The wallet balance is not updating after adding money.,Duplicate Transaction
1246,Paytm - The QR code is not scanning properly at the merchant location.,KYC Issues
1247,Paytm - My promo code was not applied during the transaction.,Duplicate Transaction
1248,Paytm - Refund has not been processed even after several days.,Payment Gateway Error
1249,The app takes too long to load transaction history.,KYC Issues
1250,KYC verification keeps getting rejected without clear reason.,QR Code Not Scanning
1251,Paytm - The app is running very slow while loading the home page.,Incorrect Bill Payment
1252,The card linking process is stuck and does not complete.,Promo Code Not Applied
1253,UPI transaction shows success but the recipient did not receive the money.,Account Blocked
1254,UPI transfer failed but money was deducted from my account.,Incorrect Recharge
1255,Paytm - The app failed to update wallet balance after payment.,Payment Reversal Issue
1256,The QR code is not scanning properly at the merchant location.,Merchant Payment Failure
1257,Paytm - The app takes too long to load transaction history.,QR Code Not Scanning
1258,Customer support is not responding to my complaint.,Wallet Balance Issue
1259,My Paytm account is blocked without any explanation.,Customer Support Delay
1260,Paytm - The payment reversal has not been processed yet.,Money Deducted Without Confirmation
1261,The promo code was rejected even though it was valid.,Merchant Payment Failure
1262,Paytm - Transaction details disappeared from my history after payment.,Payment Reversal Issue
1263,The app failed to update wallet balance after payment.,Failed Transaction
1264,The money was deducted but payment confirmation was not received.,App Crash Issue
1265,Unable to complete KYC verification on Paytm app.,Merchant Payment Failure
1266,Repeated transaction failure while paying electricity bill.,App Login Failure
1267,Paytm - The transaction failed but the refund has not yet been processed.,Failed Transaction
1268,Repeated transaction failure while paying electricity bill.,Customer Support Delay
1269,Paytm - The promo code was rejected even though it was valid.,Wallet Balance Issue
1270,Refund processed partially instead of full amount.,Merchant Payment Failure
1271,Unable to complete KYC verification on Paytm app.,Merchant Payment Failure
1272,I am not able to log in to my Paytm account.,Money Deducted Without Confirmation
1273,Paytm - The transaction failed but the refund has not yet been processed.,KYC Issues
1274,Paytm - Duplicate payment was processed for the same bill.,Refund Delay
1275,Refund processed partially instead of full amount.,Money Deducted Without Confirmation
1276,The app failed to update wallet balance after payment.,KYC Issues
1277,Paytm - The wallet balance is not updating after adding money.,Duplicate Transaction
1278,The app is frequently logging me out during payment.,Refund Delay
1279,The promo code was rejected even though it was valid.,Payment Gateway Error
1280,Unable to complete KYC verification on Paytm app.,Refund Delay
1281,The app is frequently logging me out during payment.,Wallet Balance Issue
1282,Unable to set UPI PIN due to app crash during verification.,Payment Reversal Issue
1283,Recharge amount was deducted but the service was not activated.,QR Code Not Scanning
1284,Incorrect bill payment recorded despite entering correct details.,Incorrect Bill Payment
1285,Merchant payment failed but wallet shows balance deduction.,Payment Gateway Error
1286,Paytm - Payment to merchant failed but wallet balance was deducted.,Merchant Payment Failure
1287,Customer support is not responding to my complaint.,Account Blocked
1288,Paytm - The app takes too long to load transaction history.,Card Linking Issue
1289,Paytm - The wallet top-up was not reflected in my balance.,KYC Issues
1290,Paytm - The wallet top-up was not reflected in my balance.,Payment Gateway Error
1291,The Paytm payment gateway is not processing my transactions.,Payment Reversal Issue
1292,I am not able to log in to my Paytm account.,Card Linking Issue
1293,Merchant payment failed but wallet shows balance deduction.,Incorrect Recharge
1294,Refund processed partially instead of full amount.,Money Deducted Without Confirmation
1295,Payment to merchant failed but wallet balance was deducted.,App Login Failure
1296,Paytm - The payment reversal has not been processed yet.,Refund Delay
1297,Unable to set UPI PIN due to app crash during verification.,Incorrect Bill Payment
1298,Payment to merchant failed but wallet balance was deducted.,Duplicate Transaction
1299,My promo code was not applied during the transaction.,Payment Gateway Error
1300,Payment to merchant failed but wallet balance was deducted.,Account Blocked
1301,Paytm - The wallet was debited twice for a single payment.,QR Code Not Scanning
1302,The payment reversal has not been processed yet.,Customer Support Delay
1303,The payment reversal has not been processed yet.,Merchant Payment Failure
1304,Paytm - The app takes too long to load transaction history.,QR Code Not Scanning
1305,The app takes too long to load transaction history.,KYC Issues
1306,QR code scanning is not working properly with the latest app version.,Duplicate Transaction
1307,My Paytm account is blocked without any explanation.,QR Code Not Scanning
1308,Unable to link my debit card to the Paytm app.,Payment Reversal Issue
1309,The app is frequently logging me out during payment.,Incorrect Recharge
1310,The promo code was rejected even though it was valid.,Payment Gateway Error
1311,UPI transaction shows success but the recipient did not receive the money.,Duplicate Transaction
1312,Unable to set UPI PIN due to app crash during verification.,Customer Support Delay
1313,Paytm - Recharge amount was deducted but the service was not activated.,Card Linking Issue
1314,Paytm - QR code scanning is not working properly with the latest app version.,QR Code Not Scanning
1315,The wallet balance is not updating after adding money.,UPI Transfer Failure
1316,Unable to link my debit card to the Paytm app.,Merchant Payment Failure
1317,The payment reversal has not been processed yet.,Account Blocked
1318,The QR code is not scanning properly at the merchant location.,Payment Gateway Error
1319,Refund has not been processed even after several days.,Incorrect Bill Payment
1320,The app is running very slow while loading the home page.,Incorrect Bill Payment
1321,Unable to complete KYC verification on Paytm app.,Refund Delay
1322,The app takes too long to load transaction history.,QR Code Not Scanning
1323,The Paytm payment gateway is not processing my transactions.,QR Code Not Scanning
1324,The wallet balance is not updating after adding money.,Money Deducted Without Confirmation
1325,The Paytm payment gateway is not processing my transactions.,Account Blocked
1326,The app takes too long to load transaction history.,UPI Transfer Failure
1327,The payment reversal has not been processed yet.,UPI Transfer Failure
1328,The app is frequently logging me out during payment.,Payment Reversal Issue
1329,KYC verification keeps getting rejected without clear reason.,Duplicate Transaction
1330,Paytm - Payment to merchant failed but wallet balance was deducted.,Payment Reversal Issue
1331,Paytm - The transaction failed but the refund has not yet been processed.,Failed Transaction
1332,Refund has not been processed even after several days.,Refund Delay
1333,Transaction details disappeared from my history after payment.,Account Blocked
1334,Bill payment failed but the amount was still deducted.,Payment Gateway Error
1335,Payment to merchant failed but wallet balance was deducted.,App Login Failure
1336,The promo code was rejected even though it was valid.,App Login Failure
1337,Paytm - Transaction details disappeared from my history after payment.,QR Code Not Scanning
1338,KYC verification keeps getting rejected without clear reason.,Refund Delay
1339,Duplicate payment was processed for the same bill.,Refund Delay
1340,The app failed to update wallet balance after payment.,Money Deducted Without Confirmation
1341,Paytm - The transaction failed but the refund has not yet been processed.,Payment Gateway Error
1342,Payment to merchant failed but wallet balance was deducted.,Duplicate Transaction
1343,Unable to link my debit card to the Paytm app.,App Crash Issue
1344,The card linking process is stuck and does not complete.,Customer Support Delay
1345,QR code scanning is not working properly with the latest app version.,Account Blocked
1346,The app takes too long to load transaction history.,Slow App Performance
1347,Paytm - The money was deducted but payment confirmation was not received.,QR Code Not Scanning
1348,Repeated transaction failure while paying electricity bill.,KYC Issues
1349,The payment reversal has not been processed yet.,Payment Gateway Error
1350,I am not able to log in to my Paytm account.,Slow App Performance
1351,Unable to link my debit card to the Paytm app.,Customer Support Delay
1352,Customer support is not responding to my complaint.,Wallet Balance Issue
1353,The promo code was rejected even though it was valid.,App Crash Issue
1354,The app is frequently logging me out during payment.,Failed Transaction
1355,The Paytm payment gateway is not processing my transactions.,App Crash Issue
1356,The wallet top-up was not reflected in my balance.,Customer Support Delay
1357,Unable to complete KYC verification on Paytm app.,Payment Gateway Error
1358,My promo code was not applied during the transaction.,Payment Reversal Issue
1359,Customer support closed the complaint without solving the issue.,App Crash Issue
1360,Payment to merchant failed but wallet balance was deducted.,App Crash Issue
1361,The wallet balance is not updating after adding money.,QR Code Not Scanning
1362,The Paytm payment gateway is not processing my transactions.,QR Code Not Scanning
1363,The card linking process is stuck and does not complete.,QR Code Not Scanning
1364,The Paytm app keeps crashing while making payments.,Duplicate Transaction
1365,The app failed to update wallet balance after payment.,Incorrect Recharge
1366,Incorrect bill payment recorded despite entering correct details.,App Crash Issue
1367,The app failed to update wallet balance after payment.,Payment Gateway Error
1368,Payment to merchant failed but wallet balance was deducted.,Payment Reversal Issue
1369,Bill payment failed but the amount was still deducted.,Account Blocked
1370,Transaction details disappeared from my history after payment.,Customer Support Delay
1371,The wallet top-up was not reflected in my balance.,Duplicate Transaction
1372,Paytm - The transaction failed but the refund has not yet been processed.,Incorrect Recharge
1373,The promo code was rejected even though it was valid.,Merchant Payment Failure
1374,QR code scanning is not working properly with the latest app version.,Payment Gateway Error
1375,KYC verification keeps getting rejected without clear reason.,Payment Reversal Issue
1376,Recharge amount was deducted but the service was not activated.,Payment Reversal Issue
1377,Transaction details disappeared from my history after payment.,Customer Support Delay
1378,Customer support closed the complaint without solving the issue.,Payment Reversal Issue
1379,Paytm - The transaction failed but the refund has not yet been processed.,UPI Transfer Failure
1380,Customer support closed the complaint without solving the issue.,Money Deducted Without Confirmation
1381,QR code scanning is not working properly with the latest app version.,Customer Support Delay
1382,Unable to set UPI PIN due to app crash during verification.,Refund Delay
1383,Paytm - The app is frequently logging me out during payment.,Payment Gateway Error
1384,The wallet was debited twice for a single payment.,KYC Issues
1385,Unable to link my debit card to the Paytm app.,Payment Reversal Issue
1386,Paytm - The app failed to update wallet balance after payment.,Failed Transaction
1387,Paytm - Merchant payment failed but wallet shows balance deduction.,Wallet Balance Issue
1388,I am not able to log in to my Paytm account.,KYC Issues
1389,QR code scanning is not working properly with the latest app version.,UPI Transfer Failure
1390,Paytm - UPI transfer failed but money was deducted from my account.,Wallet Balance Issue
1391,My Paytm account is blocked without any explanation.,Merchant Payment Failure
1392,The app failed to update wallet balance after payment.,Incorrect Recharge
1393,The card linking process is stuck and does not complete.,Refund Delay
1394,Paytm - The wallet top-up was not reflected in my balance.,Money Deducted Without Confirmation
1395,Paytm - Duplicate payment was processed for the same bill.,App Login Failure
1396,Paytm - Customer support closed the complaint without solving the issue.,Account Blocked
1397,My Paytm account is blocked without any explanation.,QR Code Not Scanning
1398,Recharge amount was deducted but the service was not activated.,Wallet Balance Issue
1399,Unable to complete KYC verification on Paytm app.,Incorrect Recharge
1400,UPI transaction shows success but the recipient did not receive the money.,Payment Reversal Issue
1401,Customer support closed the complaint without solving the issue.,Wallet Balance Issue
1402,Incorrect bill payment recorded despite entering correct details.,App Login Failure
1403,Unable to set UPI PIN due to app crash during verification.,Refund Delay
1404,The promo code was rejected even though it was valid.,KYC Issues
1405,Repeated transaction failure while paying electricity bill.,Promo Code Not Applied
1406,Paytm - The QR code is not scanning properly at the merchant location.,Duplicate Transaction
1407,Merchant payment failed but wallet shows balance deduction.,Account Blocked
1408,Transaction details disappeared from my history after payment.,Failed Transaction
1409,Refund has not been processed even after several days.,Promo Code Not Applied
1410,Payment to merchant failed but wallet balance was deducted.,Merchant Payment Failure
1411,Refund processed partially instead of full amount.,Promo Code Not Applied
1412,Repeated transaction failure while paying electricity bill.,Failed Transaction
1413,The payment reversal has not been processed yet.,App Crash Issue
1414,The Paytm payment gateway is not processing my transactions.,KYC Issues
1415,Paytm - The wallet was debited twice for a single payment.,Payment Gateway Error
1416,The Paytm payment gateway is not processing my transactions.,KYC Issues
1417,The card linking process is stuck and does not complete.,Money Deducted Without Confirmation
1418,The app is running very slow while loading the home page.,Promo Code Not Applied
1419,My Paytm account is blocked without any explanation.,App Login Failure
1420,Merchant payment failed but wallet shows balance deduction.,Incorrect Bill Payment
1421,The recharge was done for the wrong mobile number.,Money Deducted Without Confirmation
1422,Customer support closed the complaint without solving the issue.,Refund Delay
1423,Refund processed partially instead of full amount.,Incorrect Recharge
1424,Paytm - Payment to merchant failed but wallet balance was deducted.,Incorrect Bill Payment
1425,The wallet balance is not updating after adding money.,App Crash Issue
1426,Paytm - The card linking process is stuck and does not complete.,KYC Issues
1427,Paytm - Unable to set UPI PIN due to app crash during verification.,KYC Issues
1428,Payment to merchant failed but wallet balance was deducted.,Money Deducted Without Confirmation
1429,Payment to merchant failed but wallet balance was deducted.,Duplicate Transaction
1430,Merchant payment failed but wallet shows balance deduction.,Promo Code Not Applied
1431,Incorrect bill payment recorded despite entering correct details.,Customer Support Delay
1432,Transaction failed but the amount was deducted from my bank account.,Money Deducted Without Confirmation
1433,Incorrect bill payment recorded despite entering correct details.,QR Code Not Scanning
1434,The money was deducted but payment confirmation was not received.,Failed Transaction
1435,UPI transaction shows success but the recipient did not receive the money.,Wallet Balance Issue
1436,The wallet was debited twice for a single payment.,Incorrect Bill Payment
1437,Paytm - The transaction failed but the refund has not yet been processed.,Failed Transaction
1438,Recharge amount was deducted but the service was not activated.,App Crash Issue
1439,Repeated transaction failure while paying electricity bill.,Duplicate Transaction
1440,Recharge amount was deducted but the service was not activated.,UPI Transfer Failure
1441,Incorrect bill payment recorded despite entering correct details.,Card Linking Issue
1442,The payment reversal has not been processed yet.,App Crash Issue
1443,The Paytm app keeps crashing while making payments.,Merchant Payment Failure
1444,The QR code is not scanning properly at the merchant location.,Refund Delay
1445,My Paytm account is blocked without any explanation.,Duplicate Transaction
1446,Paytm - The QR code is not scanning properly at the merchant location.,Incorrect Bill Payment
1447,The app is frequently logging me out during payment.,Wallet Balance Issue
1448,The app takes too long to load transaction history.,Payment Reversal Issue
1449,The app is frequently logging me out during payment.,App Login Failure
1450,Paytm - Duplicate payment was processed for the same bill.,Account Blocked
1451,Unable to link my debit card to the Paytm app.,Incorrect Recharge
1452,Paytm - UPI transfer failed but money was deducted from my account.,App Login Failure
1453,Paytm - The app failed to update wallet balance after payment.,Refund Delay
1454,Transaction failed but the amount was deducted from my bank account.,Failed Transaction
1455,Paytm - The transaction failed but the refund has not yet been processed.,App Login Failure
1456,Bill payment failed but the amount was still deducted.,App Login Failure
1457,Incorrect bill payment recorded despite entering correct details.,Slow App Performance
1458,Refund processed partially instead of full amount.,Merchant Payment Failure
1459,My promo code was not applied during the transaction.,App Login Failure
1460,The recharge was done for the wrong mobile number.,Promo Code Not Applied
1461,Paytm - The wallet was debited twice for a single payment.,Duplicate Transaction
